,Country,pagerank
161,RWA,0.0008787923766202865
162,SAU,0.013900726071249123
163,SCG,0.0025666207245139427
164,SDN,0.0019167730354391777
165,SEA,0.0010507452598057872
166,SEN,0.0010721002799466551
167,SGP,0.0019970111647642694
168,SHN,0.0007146837305463281
169,SLB,0.0007235479517611361
170,SLE,0.0009096808524808463
171,SLV,0.0009473440049692606
172,SOM,0.0012021332819881218
173,SPM,0.0007171077082427667
174,STP,0.0007209141938289636
175,SUR,0.0007778924460979919
176,SVK,0.0014991281547892176
177,SVN,0.0010971935807069268
178,SWE,0.003198742047920217
179,SWZ,0.0008873603627289047
180,SYC,0.0007351593566159124
181,SYR,0.0013626710623505706
182,TCA,0.0007215564068107225
183,TCD,0.0009950114214250765
184,TGO,0.0008812848222318696
185,THA,0.011379147252814654
186,TJK,0.0008759277165932963
187,TKM,0.0020362558740448867
188,TLS,0.0007270947998910568
189,TON,0.0007178083499937869
190,TTO,0.001054532857976291
191,TUN,0.0014523489652417659
192,TUR,0.010159127207043924
193,TWN,0.00821166322955211
194,TZA,0.0022940304687136693
195,UGA,0.0023626697231984017
196,UKR,0.005655696390356719
197,URY,0.0011273932999161713
198,USA,0.10739726971407867
199,UZB,0.0032770122404647164
200,VCT,0.0007219168173951829
201,VEN,0.0027190434719240506
202,VGB,0.0007196860823369071
203,VNM,0.010323815016030666
204,VUT,0.0007206121821313212
205,WSM,0.0007230410697264028
206,YEM,0.000939735174864025
207,ZAF,0.012754676206834455
208,ZMB,0.0013680949141495916
209,ZWE,0.001635056604116291
